ads_id,creativity_distribution,creativity_value_count,creativity_average,creativity_disagreement,creativity_majority,creativity_majority_percentage,atypicality_distribution,atypicality_value_count,atypicality_average,atypicality_disagreement,atypicality_majority,atypicality_majority_percentage,originality_distribution,originality_value_count,originality_average,originality_disagreement,originality_majority,originality_majority_percentage
10/171166.png,"[1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 1]","{1: 5, 2: 19, 3: 1}",1.84,0.2144,2,0.76,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","{1: 23, 2: 2}",1.08,0.07359999999999998,1,0.92,"[1, 1, 1, 1, 2, 3, 1, 2, 1, 2, 2, 1, 3, 3, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1]","{1: 16, 2: 5, 3: 4}",1.52,0.5696,1,0.64
10/171175.png,"[3, 2, 2, 3, 2, 3, 3, 3, 2, 3, 2, 2, 3, 3, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2]","{2: 16, 3: 9}",2.36,0.23040000000000002,2,0.64,"[2, 3, 1, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 3, 3, 1, 3, 3, 3, 2, 2, 1, 3, 3, 1]","{1: 7, 2: 3, 3: 15}",2.32,0.7776000000000001,3,0.6,"[3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 1, 3, 3, 3, 3, 2, 2, 3, 3, 2]","{1: 1, 2: 6, 3: 18}",2.68,0.2976,3,0.72
10/171204.png,"[2, 2, 3, 2, 3, 3, 3, 2, 2, 3, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 3, 2, 2, 3, 2]","{2: 15, 3: 10}",2.4,0.24,2,0.6,"[2, 1, 3, 2, 3, 3, 3, 1, 2, 1, 3, 2, 3, 1, 1, 3, 1, 1, 2, 2, 3, 1, 2, 2, 3]","{1: 8, 2: 8, 3: 9}",2.04,0.6784000000000002,3,0.36,"[3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 3, 2]","{2: 7, 3: 18}",2.72,0.2016,3,0.72
10/171216.png,"[3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{1: 1, 2: 22, 3: 2}",2.04,0.1184,2,0.88,"[1, 3, 2, 2, 1, 2, 1, 3, 1, 3, 1, 1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1]","{1: 15, 2: 5, 3: 5}",1.6,0.6399999999999999,1,0.6,"[2, 3, 1, 3, 2, 1, 3, 2, 1, 3, 1, 3, 3, 3, 2, 2, 3, 2, 3, 3, 2, 2, 3, 3, 3]","{1: 4, 2: 8, 3: 13}",2.36,0.5504000000000001,3,0.52
10/171231.png,"[1, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 2, 2, 1, 2, 2, 2, 3, 2, 1, 2, 1]","{1: 10, 2: 14, 3: 1}",1.64,0.3104,2,0.56,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]","{1: 23, 2: 2}",1.08,0.07359999999999998,1,0.92,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1]","{1: 21, 2: 3, 3: 1}",1.2,0.24000000000000005,1,0.84
10/171410.png,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3]","{1: 2, 2: 22, 3: 1}",1.96,0.11840000000000002,2,0.88,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",{1: 25},1.0,0.0,1,1.0,"[1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]","{1: 22, 2: 2, 3: 1}",1.16,0.2144,1,0.88
10/171557.png,"[2, 2, 3, 2, 1, 2, 3, 3, 2, 2, 3, 2, 2, 3, 3, 3, 2, 2, 3, 2, 2, 1, 2, 3, 2]","{1: 2, 2: 14, 3: 9}",2.28,0.36160000000000003,2,0.56,"[1, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 1, 2, 3, 3, 1, 2, 1, 3, 2]","{1: 4, 2: 4, 3: 17}",2.52,0.5696,3,0.68,"[2, 1, 3, 2, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","{1: 1, 2: 4, 3: 20}",2.76,0.2624,3,0.8
10/171565.png,"[2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 3, 2]","{2: 20, 3: 5}",2.2,0.15999999999999998,2,0.8,"[2, 1, 2, 1, 1, 2, 1, 2, 2, 2, 3, 1, 1, 1, 1, 3, 2, 1, 1, 3, 2, 1, 1, 2, 2]","{1: 12, 2: 10, 3: 3}",1.64,0.47040000000000004,1,0.48,"[3, 2, 3, 2, 1, 3, 1, 3, 2, 2, 2, 3, 2, 1, 2, 3, 2, 2, 3, 3, 3, 2, 2, 3, 3]","{1: 3, 2: 11, 3: 11}",2.32,0.4576,2,0.44
10/171602.png,"[2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 3, 2, 3, 2, 2, 3, 2, 3, 2, 2, 3, 3, 2, 2]","{2: 17, 3: 8}",2.32,0.21760000000000002,2,0.68,"[1, 3, 3, 2, 3, 3, 1, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 1, 3]","{1: 3, 2: 4, 3: 18}",2.6,0.4800000000000001,3,0.72,"[3, 3, 3, 2, 3, 3, 2, 3, 1, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 1, 3, 3, 3, 1, 3]","{1: 3, 2: 4, 3: 18}",2.6,0.48,3,0.72
10/171635.png,"[2, 2, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2]","{2: 19, 3: 6}",2.24,0.18239999999999998,2,0.76,"[2, 1, 1, 3, 1, 1, 3, 1, 2, 1, 1, 1, 3, 1, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 1]","{1: 14, 2: 8, 3: 3}",1.56,0.4864,1,0.56,"[2, 2, 2, 3, 1, 2, 3, 2, 3, 3, 2, 1, 3, 3, 3, 3, 2, 3, 1, 1, 3, 3, 2, 3, 2]","{1: 4, 2: 9, 3: 12}",2.32,0.5376,3,0.48
10/171637.png,"[3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 1, 3, 3, 2, 2, 3, 2, 2, 3]","{1: 1, 2: 18, 3: 6}",2.2,0.23999999999999996,2,0.72,"[3, 3, 1, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3]","{1: 1, 2: 4, 3: 20}",2.76,0.2624,3,0.8,"[3, 3, 2, 3, 2, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3]","{1: 1, 2: 4, 3: 20}",2.76,0.2624,3,0.8
10/171690.png,"[2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{2: 23, 3: 2}",2.08,0.07359999999999998,2,0.92,"[3, 2, 3, 1, 1, 2, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1]","{1: 15, 2: 6, 3: 4}",1.56,0.5664,1,0.6,"[3, 3, 3, 2, 2, 3, 2, 2, 3, 3, 2, 2, 2, 1, 1, 1, 1, 3, 2, 1, 3, 3, 3, 2, 2]","{1: 5, 2: 10, 3: 10}",2.2,0.56,2,0.4
10/171726.png,"[2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 1, 3, 1, 2, 2, 2, 2]","{1: 7, 2: 17, 3: 1}",1.76,0.2624,2,0.68,"[2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 3, 1, 1]","{1: 20, 2: 3, 3: 2}",1.28,0.3616,1,0.8,"[3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 3, 1]","{1: 19, 2: 2, 3: 4}",1.4,0.5600000000000002,1,0.76
10/171735.png,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2]","{1: 2, 2: 23}",1.92,0.0736,2,0.92,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1]","{1: 21, 2: 3, 3: 1}",1.2,0.24000000000000005,1,0.84,"[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 3, 1, 2, 1, 1, 1, 3, 1, 1]","{1: 18, 2: 4, 3: 3}",1.4,0.48,1,0.72
10/171837.png,"[2, 2, 2, 2, 3, 3, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 2, 2, 2, 3]","{2: 17, 3: 8}",2.32,0.21760000000000002,2,0.68,"[3, 2, 2, 2, 3, 3, 3, 3, 2, 2, 3, 1, 3, 2, 1, 1, 2, 3, 3, 3, 3, 2, 1, 3, 2]","{1: 4, 2: 9, 3: 12}",2.32,0.5375999999999999,3,0.48,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 1, 3, 3, 1, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3]","{1: 2, 2: 3, 3: 20}",2.72,0.36160000000000003,3,0.8
10/171901.png,"[2, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 1, 2]","{1: 6, 2: 18, 3: 1}",1.8,0.24000000000000005,2,0.72,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]","{1: 21, 2: 3, 3: 1}",1.2,0.24000000000000005,1,0.84,"[1, 1, 2, 1, 1, 3, 3, 1, 2, 3, 2, 1, 3, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1]","{1: 14, 2: 7, 3: 4}",1.6,0.5599999999999999,1,0.56
10/171921.png,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2]","{1: 1, 2: 23, 3: 1}",2.0,0.08,2,0.92,"[1, 2, 2, 2, 1, 1, 3, 1, 2, 1, 1, 2, 1, 2, 2, 1, 3, 2, 1, 1, 1, 2, 2, 3, 2]","{1: 11, 2: 11, 3: 3}",1.68,0.45760000000000006,1,0.44,"[2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 2, 1, 2, 2, 3, 3, 3, 2, 1, 2, 3, 3, 3, 3]","{1: 2, 2: 8, 3: 15}",2.52,0.4096,3,0.6
10/171934.png,"[2, 3, 2, 3, 2, 2, 3, 3, 3, 3, 2, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 3, 2, 3]","{2: 13, 3: 12}",2.48,0.24960000000000004,2,0.52,"[1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 2, 1, 2, 3, 2, 2, 3, 2, 2, 3, 2, 3]","{1: 4, 2: 7, 3: 14}",2.4,0.5599999999999998,3,0.56,"[1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 3, 1, 3, 3, 3]","{1: 2, 2: 3, 3: 20}",2.72,0.36160000000000003,3,0.8
10/172001.png,"[2, 2, 2, 2, 2, 3, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1]","{1: 8, 2: 16, 3: 1}",1.72,0.28159999999999996,2,0.64,"[1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 3, 2, 1, 3, 1, 1, 2]","{1: 12, 2: 11, 3: 2}",1.6,0.3999999999999999,1,0.48,"[1, 2, 2, 2, 2, 2, 1, 1, 3, 1, 2, 2, 3, 1, 3, 3, 1, 3, 3, 1, 1, 3, 1, 1, 2]","{1: 10, 2: 8, 3: 7}",1.88,0.6655999999999999,1,0.4
10/172034.png,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 1, 1, 2, 2, 2, 2, 3]","{1: 3, 2: 20, 3: 2}",1.96,0.1984,2,0.8,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2]","{1: 21, 2: 4}",1.16,0.1344,1,0.84,"[1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 3, 2, 1, 2, 1, 1, 3, 1, 1, 1, 1, 2, 1, 2]","{1: 16, 2: 7, 3: 2}",1.44,0.40639999999999993,1,0.64
10/172078.png,"[2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2]","{1: 4, 2: 20, 3: 1}",1.88,0.18560000000000001,2,0.8,"[2, 1, 1, 3, 1, 2, 3, 3, 1, 1, 3, 3, 2, 2, 1, 1, 1, 1, 3, 1, 2, 2, 3, 2, 3]","{1: 10, 2: 7, 3: 8}",1.92,0.7135999999999999,1,0.4,"[2, 1, 1, 3, 1, 1, 3, 2, 1, 1, 3, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2]","{1: 6, 2: 12, 3: 7}",2.04,0.5184,2,0.48
10/172117.png,"[2, 2, 2, 3, 2, 2, 2, 2, 3, 3, 2, 2, 2, 1, 2, 2, 2, 3, 2, 3, 2, 3, 2, 2, 2]","{1: 1, 2: 18, 3: 6}",2.2,0.23999999999999996,2,0.72,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1]","{1: 20, 2: 4, 3: 1}",1.24,0.26239999999999997,1,0.8,"[3, 3, 2, 3, 3, 3, 1, 1, 3, 3, 3, 1, 2, 1, 3, 1, 3, 3, 2, 3, 1, 3, 2, 3, 3]","{1: 6, 2: 4, 3: 15}",2.36,0.7104,3,0.6
10/172123.png,"[1, 3, 3, 2, 3, 1, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 1, 3, 2, 2, 1, 2, 2, 2, 2]","{1: 4, 2: 15, 3: 6}",2.08,0.39359999999999995,2,0.6,"[1, 3, 3, 1, 3, 1, 3, 1, 3, 3, 2, 3, 2, 2, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3]","{1: 5, 2: 3, 3: 17}",2.48,0.6496,3,0.68,"[1, 3, 3, 1, 3, 1, 3, 2, 2, 3, 3, 1, 3, 2, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 2]","{1: 5, 2: 4, 3: 16}",2.44,0.6464,3,0.64
10/172186.png,"[3, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 3, 2, 2, 1, 2, 3, 2, 2, 2, 2, 2, 2]","{1: 1, 2: 19, 3: 5}",2.16,0.2144,2,0.76,"[3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 1, 3, 3, 3, 3, 3, 2, 3, 3, 2, 3]","{1: 1, 2: 4, 3: 20}",2.76,0.2624,3,0.8,"[3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3]","{2: 5, 3: 20}",2.8,0.15999999999999998,3,0.8
10/172220.png,"[2, 2, 2, 2, 3, 3, 2, 2, 3, 3, 3, 3, 2, 3, 3, 2, 1, 2, 3, 3, 3, 3, 2, 2, 2]","{1: 1, 2: 12, 3: 12}",2.44,0.3263999999999999,2,0.48,"[3, 3, 1, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 1, 3, 2, 3, 3, 2, 1, 1, 3]","{1: 4, 2: 4, 3: 17}",2.52,0.5695999999999999,3,0.68,"[3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1, 3]","{1: 2, 2: 1, 3: 22}",2.8,0.31999999999999995,3,0.88
10/172483.png,"[2, 2, 3, 1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 3, 2, 1, 2, 1, 2, 2, 1, 2, 2]","{1: 7, 2: 16, 3: 2}",1.8,0.32,2,0.64,"[2, 3, 3, 1, 1, 1, 2, 3, 3, 1, 1, 1, 1, 2, 1, 3, 2, 1, 2, 3, 2, 2, 1, 3, 3]","{1: 10, 2: 7, 3: 8}",1.92,0.7135999999999999,1,0.4,"[2, 3, 3, 1, 1, 1, 2, 3, 1, 1, 1, 2, 1, 3, 1, 3, 1, 1, 1, 3, 2, 3, 1, 3, 3]","{1: 12, 2: 4, 3: 9}",1.88,0.8255999999999999,1,0.48
10/172555.png,"[1, 3, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 3, 2, 1, 2, 1, 2, 2, 2, 2, 1, 2, 1, 2]","{1: 6, 2: 17, 3: 2}",1.84,0.29440000000000005,2,0.68,"[1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]","{1: 22, 2: 3}",1.12,0.10560000000000003,1,0.88,"[1, 2, 2, 3, 1, 1, 2, 1, 2, 1, 2, 1, 3, 1, 1, 1, 1, 3, 2, 2, 1, 1, 3, 1, 3]","{1: 13, 2: 7, 3: 5}",1.68,0.6175999999999999,1,0.52
10/172613.png,"[2, 1, 3, 1, 3, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{1: 4, 2: 19, 3: 2}",1.92,0.23359999999999995,2,0.76,"[1, 1, 3, 1, 3, 1, 1, 1, 3, 1, 2, 1, 3, 1, 1, 3, 2, 3, 1, 1, 1, 2, 1, 1, 1]","{1: 16, 2: 3, 3: 6}",1.6,0.7199999999999999,1,0.64,"[2, 1, 3, 2, 3, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 3, 3, 1, 1, 2, 2, 1, 1, 2]","{1: 9, 2: 12, 3: 4}",1.8,0.48,2,0.48
10/172662.png,"[3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","{2: 23, 3: 2}",2.08,0.07359999999999998,2,0.92,"[1, 1, 2, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1]","{1: 19, 2: 5, 3: 1}",1.28,0.28159999999999996,1,0.76,"[3, 1, 3, 1, 1, 2, 2, 3, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2, 1, 3, 1, 1, 1, 1]","{1: 11, 2: 10, 3: 4}",1.72,0.5216000000000001,1,0.44
10/172667.png,"[2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2]","{1: 4, 2: 21}",1.84,0.13439999999999996,2,0.84,"[1, 2, 2, 2, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 2]","{1: 16, 2: 8, 3: 1}",1.4,0.32,1,0.64,"[1, 3, 3, 3, 1, 2, 3, 3, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 3, 3, 3, 3, 1, 3, 3]","{1: 10, 2: 4, 3: 11}",2.04,0.8384000000000001,3,0.44
10/172700.png,"[2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3, 3, 2]","{1: 1, 2: 20, 3: 4}",2.12,0.18560000000000001,2,0.8,"[3, 3, 3, 2, 3, 1, 1, 3, 3, 2, 3, 3, 2, 2, 2, 1, 3, 3, 3, 3, 2, 3, 3, 3, 3]","{1: 3, 2: 6, 3: 16}",2.52,0.4895999999999999,3,0.64,"[3, 3, 3, 2, 2, 3, 1, 3, 2, 2, 2, 3, 3, 2, 3, 2, 3, 2, 3, 3, 2, 3, 3, 3, 3]","{1: 1, 2: 9, 3: 15}",2.56,0.3264,3,0.6
10/172723.png,"[3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2]","{1: 2, 2: 21, 3: 2}",2.0,0.16,2,0.84,"[3, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1]","{1: 19, 2: 4, 3: 2}",1.32,0.37759999999999994,1,0.76,"[3, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 1, 2, 2, 3, 1, 3, 1, 1, 2, 1, 2]","{1: 11, 2: 10, 3: 4}",1.72,0.5216000000000001,1,0.44
10/172730.png,"[2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2]","{1: 5, 2: 18, 3: 2}",1.88,0.2656,2,0.72,"[2, 1, 2, 3, 1, 3, 1, 1, 1, 3, 2, 1, 3, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 2, 1]","{1: 15, 2: 5, 3: 5}",1.6,0.6399999999999999,1,0.6,"[1, 1, 2, 3, 1, 2, 1, 2, 3, 3, 2, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 2]","{1: 14, 2: 5, 3: 6}",1.68,0.6976,1,0.56
10/172749.png,"[2, 2, 1, 2, 2, 2, 2, 2, 3, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]","{1: 6, 2: 18, 3: 1}",1.8,0.24,2,0.72,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1]","{1: 20, 2: 4, 3: 1}",1.24,0.26239999999999997,1,0.8,"[1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 3, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1]","{1: 18, 2: 5, 3: 2}",1.36,0.3903999999999999,1,0.72
10/172774.png,"[3, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 3, 2, 2, 2, 3, 2, 3, 2]","{2: 17, 3: 8}",2.32,0.21760000000000002,2,0.68,"[2, 2, 1, 1, 1, 3, 2, 1, 3, 3, 2, 2, 2, 1, 3, 3, 3, 1, 1, 1, 2, 3, 2, 3, 1]","{1: 9, 2: 8, 3: 8}",1.96,0.6784000000000002,1,0.36,"[3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2]","{2: 3, 3: 22}",2.88,0.10560000000000003,3,0.88
10/172861.png,"[2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3, 3, 2, 2, 2, 2, 2, 3, 2, 3]","{1: 1, 2: 19, 3: 5}",2.16,0.2144,2,0.76,"[3, 3, 1, 3, 3, 2, 3, 2, 2, 1, 3, 2, 3, 2, 2, 2, 3, 3, 3, 3, 1, 3, 3, 3, 3]","{1: 3, 2: 7, 3: 15}",2.48,0.48960000000000004,3,0.6,"[3, 3, 2, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","{2: 3, 3: 22}",2.88,0.10560000000000004,3,0.88
10/172871.png,"[2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3]","{1: 1, 2: 20, 3: 4}",2.12,0.18560000000000001,2,0.8,"[3, 2, 3, 3, 2, 2, 3, 2, 3, 1, 2, 3, 3, 2, 3, 3, 3, 3, 1, 2, 1, 2, 3, 3, 3]","{1: 3, 2: 8, 3: 14}",2.44,0.48639999999999994,3,0.56,"[2, 3, 3, 2, 2, 3, 3, 2, 3, 2, 2, 3, 2, 3, 3, 1, 3, 3, 1, 3, 1, 3, 3, 3, 3]","{1: 3, 2: 7, 3: 15}",2.48,0.48960000000000004,3,0.6
10/172895.png,"[1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1]","{1: 14, 2: 11}",1.44,0.2464,1,0.56,"[1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]","{1: 20, 2: 4, 3: 1}",1.24,0.26239999999999997,1,0.8,"[1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]","{1: 20, 2: 5}",1.2,0.16,1,0.8
10/172898.png,"[2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2]","{2: 21, 3: 4}",2.16,0.13440000000000002,2,0.84,"[1, 3, 1, 1, 3, 1, 3, 2, 3, 2, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","{1: 17, 2: 3, 3: 5}",1.52,0.6496,1,0.68,"[2, 3, 2, 3, 3, 1, 3, 3, 3, 2, 1, 2, 2, 3, 3, 3, 2, 2, 2, 3, 2, 2, 1, 2, 3]","{1: 3, 2: 11, 3: 11}",2.32,0.4576,2,0.44
10/173042.png,"[2, 3, 3, 2, 2, 2, 2, 3, 3, 2, 1, 2, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2]","{1: 1, 2: 17, 3: 7}",2.24,0.2624,2,0.68,"[1, 1, 3, 2, 2, 1, 2, 3, 2, 2, 1, 2, 1, 3, 3, 3, 1, 2, 2, 1, 1, 1, 3, 2, 3]","{1: 9, 2: 9, 3: 7}",1.92,0.6335999999999999,1,0.36,"[3, 2, 3, 2, 3, 1, 2, 3, 3, 2, 2, 3, 2, 3, 3, 3, 3, 2, 3, 3, 3, 1, 3, 3, 3]","{1: 2, 2: 7, 3: 16}",2.56,0.4064,3,0.64
