HITId,AssignmentId,WorkerId,Input.ads_id,Input.atypical,Input.topic,Input.action_a,Input.action_b,Input.action_c,Input.action_d,Input.action_e,Input.action_correct,Answer.age.age_18,Answer.age.age_18_24,Answer.age.age_25_34,Answer.age.age_35_44,Answer.age.age_45_54,Answer.age.age_55_64,Answer.age.age_65,Answer.age.unknown,Answer.artistic_1.agree,Answer.artistic_1.disagree,Answer.artistic_1.neutral,Answer.artistic_2.agree,Answer.artistic_2.disagree,Answer.artistic_2.neutral,Answer.artistic_3.agree,Answer.artistic_3.disagree,Answer.artistic_3.neutral,Answer.atypicality_1.agree,Answer.atypicality_1.disagree,Answer.atypicality_1.neutral,Answer.atypicality_2.agree,Answer.atypicality_2.disagree,Answer.atypicality_2.neutral,Answer.atypicality_3.agree,Answer.atypicality_3.disagree,Answer.atypicality_3.neutral,Answer.effectiveness.a,Answer.effectiveness.b,Answer.effectiveness.c,Answer.effectiveness.d,Answer.effectiveness.e,Answer.overall.1,Answer.overall.2,Answer.overall.3,Answer.overall.4,Answer.overall.5,Answer.pc_1.agree,Answer.pc_1.disagree,Answer.pc_1.neutral,Answer.pc_2.agree,Answer.pc_2.disagree,Answer.pc_2.neutral,Answer.pc_3.agree,Answer.pc_3.disagree,Answer.pc_3.neutral,Answer.worker_feedbacks,Answer.worker_location_live,Input.topic_text,Input.super_topic,Answer.ethnicity.no,Answer.ethnicity.not_say,Answer.ethnicity.yes,Answer.gender.female,Answer.gender.male,Answer.gender.nb,Answer.gender.not_say,Answer.growing_up,Answer.race.american_indian,Answer.race.asian,Answer.race.black,Answer.race.hawaiian,Answer.race.not_say,Answer.race.other_race,Answer.race.white,unique_id,effectiveness_correct,value_pc_1,value_pc_2,value_pc_3,acc_raw_pc,acc_th0_pc,acc_th3_pc,acc_single_pc,acc_norm_raw_pc,acc_norm_th0_pc,acc_norm_th3_pc,value_atypicality_1,value_atypicality_2,value_atypicality_3,acc_raw_atypicality,acc_th0_atypicality,acc_th3_atypicality,acc_single_atypicality,acc_norm_raw_atypicality,acc_norm_th0_atypicality,acc_norm_th3_atypicality,value_artistic_1,value_artistic_2,value_artistic_3,acc_raw_artistic,acc_th0_artistic,acc_th3_artistic,acc_single_artistic,acc_norm_raw_artistic,acc_norm_th0_artistic,acc_norm_th3_artistic,value_effectiveness,value_overall,demo_location,demo_age,value_overall_norm
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,35GCEFQ6IP4AG3CMBZUOADYIC2L3ZX,A2VO8C41JJIQY9,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,,India,,,,,,,,,,,,,,,,,,62,True,-1,-1,-1,-3,1,1,0,-1,1,0,-1,-1,-1,-3,0,0,0,-1,0,0,1,1,1,3,1,1,1,1,1,0,b,1,India,30,-1
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,388U7OUMFRH5XKRYIVISMCYCZAF0R4,A41APS6V2Z1FJ,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,,US,,,,,,,,,,,,,,,,,,63,True,0,1,0,1,1,1,1,0,1,0,1,1,1,3,1,1,1,1,1,0,0,1,1,2,1,1,1,1,1,0,b,3,US,50,0
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,39RP059ME19FKRHGB3J0KU0LMHRBM9,A2XZLEY2RCF5VM,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,,Canada,,,,,,,,,,,,,,,,,,64,True,0,0,1,1,1,0,1,0,1,0,-1,0,-1,-2,1,1,0,-1,1,0,1,0,1,2,1,1,1,1,1,0,b,4,Canada,40,0
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,3BGYGHDBBH0VPADRIS754SJJKRR225,A34YDGVZKRJ0LZ,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,,USA,,,,,,,,,,,,,,,,,,65,True,-1,0,-1,-2,1,1,0,-1,1,0,-1,0,0,-1,1,0,0,0,1,0,1,1,1,3,1,1,1,1,1,0,b,3,USA,60,0
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,3CCZ6YKWRRZYORHDLKOICMU9CIY59V,A1DMXEJGJY02E1,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,,USA,,,,,,,,,,,,,,,,,,66,True,1,0,0,1,1,0,1,0,1,0,1,1,0,2,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,b,2,USA,40,0
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,3CP1TO84PDHNO7WE0B932ZMV5FJ250,A2FP41BSPG0Y4A,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,,USA,,,,,,,,,,,,,,,,,,67,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,b,5,USA,40,1
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,3D3VGR7TAKV1ECQV1I0BOAWJ7503RA,A3B7TNVOISSZ2O,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,United States of America,,,,,,,,,,,,,,,,,,68,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,b,4,United States of America,50,0
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,3G2UL9A02XUQTCTYB603QWH3CTL67B,A3RVHUY67SVXQV,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,,USA,,,,,,,,,,,,,,,,,,69,True,0,0,0,0,1,1,0,0,1,0,1,1,1,3,1,1,1,1,1,0,1,1,0,2,1,1,1,1,1,0,b,3,USA,40,0
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,3H0W84IWB4I4OA6SQ2H7710GXMTREB,A31PW970Z2PC5P,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,,united states,,,,,,,,,,,,,,,,,,70,True,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,3,1,1,1,1,1,0,b,4,united states,40,0
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,3II4UPYCO3NZK3DSHSHNWT8Q1PNDQ2,AKQAI78JTXXC9,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,please don't have us answer the country question every single time!  waste of time,usa,,,,,,,,,,,,,,,,,,71,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,b,4,usa,40,1
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,3JAOYWH7V2KCQGKYD74PTBQ615Q9LC,A5WWHKD82I8UE,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,,USA,,,,,,,,,,,,,,,,,,72,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,0,1,2,1,0,1,1,1,0,b,3,USA,40,0
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,3LEP4MGT30GCGXB3YAKX14DRC7PBDO,A2R1GDWV4RLIUY,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,,USA,,,,,,,,,,,,,,,,,,73,True,-1,-1,-1,-3,1,1,0,-1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,b,2,USA,40,0
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,3OS46CRSLZFS42UUT43JWAX6269V63,A2COPP4Y0UYN0B,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,,Portugal,,,,,,,,,,,,,,,,,,74,True,1,0,1,2,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,0,1,2,1,0,1,1,1,0,b,3,Portugal,50,0
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,3PH3VY7DJ5D771EALJ5QFA9FCYCZW4,AAGBW25TZVAX7,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,,United States,,,,,,,,,,,,,,,,,,75,True,1,-1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,-1,0,0,1,1,1,0,1,0,b,2,United States,40,0
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,3Q5ZZ9ZEV8VYAMY3GSI4CQZYVDA858,A1OZPLHNIU1519,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,USA,,,,,,,,,,,,,,,,,,76,True,1,1,1,3,1,1,1,1,1,0,-1,-1,-1,-3,1,1,0,-1,1,0,1,0,1,2,1,0,1,1,1,0,b,4,USA,60,0
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,3QECW5O0K1HH86QRJQTZ3MVL8C3T5X,A9HQ3E0F2AGVO,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,,USA,,,,,,,,,,,,,,,,,,77,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,b,5,USA,40,1
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,3RYC5T2D7N98L1VIZGXI1DZK8GQPRW,A3I9XLIHPPWPN1,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,,United States,,,,,,,,,,,,,,,,,,78,True,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,1,1,0,b,3,United States,60,0
3X2LT8FDIFYP1LFTMR0BD6HKBKCW83,3ZSANO2JCZN8V361021IFTQCSS1SFV,A3W0SCW5UYEB0F,0/81460.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy Whitman's Chocolate.,I should eat at KFC,I should buy Hanes Perfect Fit Socks,I should buy a Kodak camera.,I should buy that appliance,b,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,United States,,,,,,,,,,,,,,,,,,79,True,1,1,1,3,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,b,4,United States,60,0
34O39PNDLPO3VNWEQ9AFH9Z4RBIBRE,326O153BM2EAN0NN81MN2CJCF84ED1,A2FP41BSPG0Y4A,0/109120.jpg,False,"""Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)"" ",I should buy Axe deodorant.,I should buy this North Face jacket.,I should buy Kate Spade,I should shop westinghouse,I should get Taylor plastics.,b,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,,USA,,,,,,,,,,,,,,,,,,80,True,1,1,1,3,1,1,1,1,1,0,0,1,1,2,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,0,b,5,USA,40,1
34O39PNDLPO3VNWEQ9AFH9Z4RBIBRE,34BBWHLWHURLCBP0LFH4FF6PF91IWS,A2XZLEY2RCF5VM,0/109120.jpg,False,"""Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)"" ",I should buy Axe deodorant.,I should buy this North Face jacket.,I should buy Kate Spade,I should shop westinghouse,I should get Taylor plastics.,b,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,,Canada,,,,,,,,,,,,,,,,,,81,True,-1,1,1,1,1,0,1,0,1,0,-1,-1,-1,-3,1,1,0,-1,1,0,1,1,1,3,1,1,1,1,1,0,b,5,Canada,40,1
34O39PNDLPO3VNWEQ9AFH9Z4RBIBRE,34HJIJKLPPCEPFQGAGA4ZCDS51MV48,A9HQ3E0F2AGVO,0/109120.jpg,False,"""Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)"" ",I should buy Axe deodorant.,I should buy this North Face jacket.,I should buy Kate Spade,I should shop westinghouse,I should get Taylor plastics.,b,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,,USA,,,,,,,,,,,,,,,,,,82,True,-1,-1,0,-2,1,1,0,-1,1,0,-1,-1,-1,-3,1,1,0,-1,1,0,-1,0,0,-1,1,1,0,-1,1,0,b,3,USA,40,-1
34O39PNDLPO3VNWEQ9AFH9Z4RBIBRE,3570Y55XZ9ZB5PE5ASZPF0EPASVGYU,A3W0SCW5UYEB0F,0/109120.jpg,False,"""Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)"" ",I should buy Axe deodorant.,I should buy this North Face jacket.,I should buy Kate Spade,I should shop westinghouse,I should get Taylor plastics.,b,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,,United States,,,,,,,,,,,,,,,,,,83,True,-1,-1,-1,-3,1,1,0,-1,1,0,-1,-1,-1,-3,1,1,0,-1,1,0,0,0,0,0,1,1,0,0,1,0,b,3,United States,60,0
34O39PNDLPO3VNWEQ9AFH9Z4RBIBRE,35DR22AR5X0LB8C7AH63DSI73GO3XS,AZLZA0Q87TJZO,0/109120.jpg,False,"""Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)"" ",I should buy Axe deodorant.,I should buy this North Face jacket.,I should buy Kate Spade,I should shop westinghouse,I should get Taylor plastics.,b,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,,United States,,,,,,,,,,,,,,,,,,84,True,-1,-1,-1,-3,1,1,0,-1,1,0,-1,-1,-1,-3,1,0,0,-1,0,0,0,1,1,2,1,1,1,0,1,0,b,3,United States,50,0
34O39PNDLPO3VNWEQ9AFH9Z4RBIBRE,36AHBNMV1BS8T54E82YH9FBSWXSDYN,A34YDGVZKRJ0LZ,0/109120.jpg,False,"""Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)"" ",I should buy Axe deodorant.,I should buy this North Face jacket.,I should buy Kate Spade,I should shop westinghouse,I should get Taylor plastics.,b,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,,usa,,,,,,,,,,,,,,,,,,85,True,-1,-1,0,-2,1,1,0,-1,1,0,-1,-1,-1,-3,1,0,0,-1,1,0,1,1,0,2,1,1,1,1,1,0,b,4,usa,60,0
34O39PNDLPO3VNWEQ9AFH9Z4RBIBRE,3CPLWGV3M8F2EGNJPKK463UV64Z9NV,A3PUUVUDORJS8W,0/109120.jpg,False,"""Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)"" ",I should buy Axe deodorant.,I should buy this North Face jacket.,I should buy Kate Spade,I should shop westinghouse,I should get Taylor plastics.,b,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,,England,,,,,,,,,,,,,,,,,,86,True,0,0,1,1,1,0,1,0,1,0,-1,0,-1,-2,1,1,0,-1,1,0,1,1,1,3,1,1,1,1,1,0,b,4,England,30,0
34O39PNDLPO3VNWEQ9AFH9Z4RBIBRE,3EICBYG64OC8TO31M623FMEMZHOCJM,A2VO8C41JJIQY9,0/109120.jpg,False,"""Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)"" ",I should buy Axe deodorant.,I should buy this North Face jacket.,I should buy Kate Spade,I should shop westinghouse,I should get Taylor plastics.,b,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,,India,,,,,,,,,,,,,,,,,,87,True,-1,-1,-1,-3,1,1,0,-1,1,0,-1,-1,-1,-3,0,0,0,-1,0,0,-1,1,1,1,1,1,1,0,1,0,b,1,India,40,-1
34O39PNDLPO3VNWEQ9AFH9Z4RBIBRE,3G5W44VEURYGLKPO6DYY6SZEGNIGKJ,A15X8ATAWSRXIF,0/109120.jpg,False,"""Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)"" ",I should buy Axe deodorant.,I should buy this North Face jacket.,I should buy Kate Spade,I should shop westinghouse,I should get Taylor plastics.,b,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,,USA,,,,,,,,,,,,,,,,,,88,True,-1,-1,-1,-3,1,1,0,-1,1,0,-1,-1,-1,-3,1,1,0,-1,1,0,0,0,1,1,1,1,1,0,1,0,b,3,USA,50,0
34O39PNDLPO3VNWEQ9AFH9Z4RBIBRE,3HQUKB7LNZU3JQJRKYDJE0VN35PHHB,A2I4PRZ9IZMKON,0/109120.jpg,False,"""Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)"" ",I should buy Axe deodorant.,I should buy this North Face jacket.,I should buy Kate Spade,I should shop westinghouse,I should get Taylor plastics.,b,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,,United States,,,,,,,,,,,,,,,,,,89,True,0,0,1,1,1,1,1,0,1,0,-1,-1,-1,-3,1,1,0,-1,1,0,1,1,1,3,1,1,1,1,1,0,b,4,United States,30,0
34O39PNDLPO3VNWEQ9AFH9Z4RBIBRE,3IXQG4FA2DE0D7YMMUFVF8U1MEJB91,A1DMXEJGJY02E1,0/109120.jpg,False,"""Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)"" ",I should buy Axe deodorant.,I should buy this North Face jacket.,I should buy Kate Spade,I should shop westinghouse,I should get Taylor plastics.,b,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,,USA,,,,,,,,,,,,,,,,,,90,True,-1,-1,-1,-3,1,0,0,-1,1,0,-1,-1,-1,-3,1,1,0,-1,1,0,1,1,1,3,1,1,1,1,1,0,b,3,USA,40,0
34O39PNDLPO3VNWEQ9AFH9Z4RBIBRE,3JMSRU9HQ2AWHHN9ZMMH8YPJI0TVEB,A377LTGWJKY2IW,0/109120.jpg,False,"""Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)"" ",I should buy Axe deodorant.,I should buy this North Face jacket.,I should buy Kate Spade,I should shop westinghouse,I should get Taylor plastics.,b,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,,Canada,,,,,,,,,,,,,,,,,,91,True,0,-1,1,0,1,1,1,0,1,0,-1,-1,-1,-3,1,1,0,-1,1,0,1,1,1,3,1,1,1,1,1,0,b,3,Canada,60,0
34O39PNDLPO3VNWEQ9AFH9Z4RBIBRE,3LKC68YZ3UJV8X03JAU9ZC2BP5PWOY,A41APS6V2Z1FJ,0/109120.jpg,False,"""Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)"" ",I should buy Axe deodorant.,I should buy this North Face jacket.,I should buy Kate Spade,I should shop westinghouse,I should get Taylor plastics.,b,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,,US,,,,,,,,,,,,,,,,,,92,True,-1,-1,0,-2,1,1,0,-1,1,0,-1,-1,-1,-3,1,1,0,-1,1,0,1,1,1,3,1,1,1,1,1,0,b,4,US,50,0
34O39PNDLPO3VNWEQ9AFH9Z4RBIBRE,3NPI0JQDA8LL1G8A352D1S020QJPTN,A2COPP4Y0UYN0B,0/109120.jpg,False,"""Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)"" ",I should buy Axe deodorant.,I should buy this North Face jacket.,I should buy Kate Spade,I should shop westinghouse,I should get Taylor plastics.,b,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,,Portugal,,,,,,,,,,,,,,,,,,93,True,0,-1,-1,-2,1,1,0,-1,1,0,-1,-1,-1,-3,1,1,0,-1,1,0,0,-1,-1,-2,1,0,0,-1,1,0,b,2,Portugal,50,0
34O39PNDLPO3VNWEQ9AFH9Z4RBIBRE,3OVR4I9US9ZMK7UZOHGUTPEKPN24QB,A1OZPLHNIU1519,0/109120.jpg,False,"""Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)"" ",I should buy Axe deodorant.,I should buy this North Face jacket.,I should buy Kate Spade,I should shop westinghouse,I should get Taylor plastics.,b,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,,USA,,,,,,,,,,,,,,,,,,94,True,1,1,1,3,1,1,1,1,1,0,-1,-1,-1,-3,1,1,0,-1,1,0,1,0,1,2,1,0,1,1,1,0,b,3,USA,60,0
34O39PNDLPO3VNWEQ9AFH9Z4RBIBRE,3PJUZCGDJQWHB90FJIVLO640GV189E,A5WWHKD82I8UE,0/109120.jpg,False,"""Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)"" ",I should buy Axe deodorant.,I should buy this North Face jacket.,I should buy Kate Spade,I should shop westinghouse,I should get Taylor plastics.,b,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,"Make the images larger, or maybe ad a rollover feature so we can zoom in by hovering our mouse.",USA,,,,,,,,,,,,,,,,,,95,True,0,0,1,1,1,1,1,0,1,0,-1,-1,-1,-3,1,1,0,-1,1,0,1,1,1,3,1,1,1,1,1,0,b,4,USA,40,0
