HITId,AssignmentId,WorkerId,Input.ads_id,Input.atypical,Input.topic,Input.action_a,Input.action_b,Input.action_c,Input.action_d,Input.action_e,Input.action_correct,Answer.age.age_18,Answer.age.age_18_24,Answer.age.age_25_34,Answer.age.age_35_44,Answer.age.age_45_54,Answer.age.age_55_64,Answer.age.age_65,Answer.age.unknown,Answer.artistic_1.agree,Answer.artistic_1.disagree,Answer.artistic_1.neutral,Answer.artistic_2.agree,Answer.artistic_2.disagree,Answer.artistic_2.neutral,Answer.artistic_3.agree,Answer.artistic_3.disagree,Answer.artistic_3.neutral,Answer.atypicality_1.agree,Answer.atypicality_1.disagree,Answer.atypicality_1.neutral,Answer.atypicality_2.agree,Answer.atypicality_2.disagree,Answer.atypicality_2.neutral,Answer.atypicality_3.agree,Answer.atypicality_3.disagree,Answer.atypicality_3.neutral,Answer.effectiveness.a,Answer.effectiveness.b,Answer.effectiveness.c,Answer.effectiveness.d,Answer.effectiveness.e,Answer.overall.1,Answer.overall.2,Answer.overall.3,Answer.overall.4,Answer.overall.5,Answer.pc_1.agree,Answer.pc_1.disagree,Answer.pc_1.neutral,Answer.pc_2.agree,Answer.pc_2.disagree,Answer.pc_2.neutral,Answer.pc_3.agree,Answer.pc_3.disagree,Answer.pc_3.neutral,Answer.worker_feedbacks,Answer.worker_location_live,unique_id,value_pc_1,value_pc_2,value_pc_3,acc_raw_pc,acc_th0_pc,acc_th3_pc,acc_single_pc,acc_norm_raw_pc,acc_norm_th0_pc,acc_norm_th3_pc,value_atypicality_1,value_atypicality_2,value_atypicality_3,acc_raw_atypicality,acc_th0_atypicality,acc_th3_atypicality,acc_single_atypicality,acc_norm_raw_atypicality,acc_norm_th0_atypicality,acc_norm_th3_atypicality,value_artistic_1,value_artistic_2,value_artistic_3,acc_raw_artistic,acc_th0_artistic,acc_th3_artistic,acc_single_artistic,acc_norm_raw_artistic,acc_norm_th0_artistic,acc_norm_th3_artistic,value_effectiveness,value_overall,demo_location,demo_age,value_overall_norm
35JDMRECDNPAD0ZKKPITJDRISZKEGL,34Z02EIMICTIDZ4QMKNNMRZUONPT08,A2VO8C41JJIQY9,0/52390.jpg,True,"""Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups"" ",i should want to get a squirrel,I should get a 1932 Oldsmobile.,I should use those realtors,i should buy the hair dye,I should use Oracle,a,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,,India,76,1,0,1,2,1,1,1,1,1,0,-1,1,-1,-1,0,0,1,0,0,0,1,1,-1,1,1,1,1,0,1,0,a,3,India,40,0
35JDMRECDNPAD0ZKKPITJDRISZKEGL,37KGEN7NJN6N9OF3MOTTWIZ58MGPPV,A1DMXEJGJY02E1,0/52390.jpg,True,"""Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups"" ",i should want to get a squirrel,I should get a 1932 Oldsmobile.,I should use those realtors,i should buy the hair dye,I should use Oracle,a,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,"The advertisement is for a brand of nuts, not squirrels.",USA,77,1,0,1,2,1,0,1,1,1,0,-1,-1,-1,-3,1,1,0,-2,1,0,1,1,1,3,1,1,1,2,1,0,a,4,USA,40,1
35JDMRECDNPAD0ZKKPITJDRISZKEGL,37ZHEEHM6G2RWT6GS425JT5J2OJ37A,A3W0SCW5UYEB0F,0/52390.jpg,True,"""Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups"" ",i should want to get a squirrel,I should get a 1932 Oldsmobile.,I should use those realtors,i should buy the hair dye,I should use Oracle,a,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,The ad is for nuts so I don't understand why that isn't an option under effectiveness,United States,78,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,a,4,United States,60,1
35JDMRECDNPAD0ZKKPITJDRISZKEGL,3AAPLD8UCWXTOZAMKSU8SJYB9N3HTB,A34YDGVZKRJ0LZ,0/52390.jpg,True,"""Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups"" ",i should want to get a squirrel,I should get a 1932 Oldsmobile.,I should use those realtors,i should buy the hair dye,I should use Oracle,a,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,,usa,79,1,-1,1,1,1,1,1,0,1,0,-1,-1,-1,-3,1,0,0,-2,1,0,1,1,1,3,1,1,1,2,1,0,a,5,usa,60,2
35JDMRECDNPAD0ZKKPITJDRISZKEGL,3BF51CHDTFQS8QDVMQ6Y88W6DZGH0K,A3I9XLIHPPWPN1,0/52390.jpg,True,"""Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups"" ",i should want to get a squirrel,I should get a 1932 Oldsmobile.,I should use those realtors,i should buy the hair dye,I should use Oracle,a,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,I really didn't understand what was being advertised and none of the answers seemed right.,United States,80,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,e,4,United States,60,2
35JDMRECDNPAD0ZKKPITJDRISZKEGL,3IHR8NYAMRH1KVTKO415TKOAGC34P9,AAGBW25TZVAX7,0/52390.jpg,True,"""Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups"" ",i should want to get a squirrel,I should get a 1932 Oldsmobile.,I should use those realtors,i should buy the hair dye,I should use Oracle,a,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,,United States,81,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,-1,0,0,1,1,1,0,1,0,d,3,United States,40,0
35JDMRECDNPAD0ZKKPITJDRISZKEGL,3KXIR214IOW5SOSEM6QTX7GH47J241,AZLZA0Q87TJZO,0/52390.jpg,True,"""Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups"" ",i should want to get a squirrel,I should get a 1932 Oldsmobile.,I should use those realtors,i should buy the hair dye,I should use Oracle,a,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,,United States,82,1,0,1,2,1,1,1,1,1,0,1,1,1,3,1,1,1,2,1,0,1,1,0,2,1,1,1,0,1,0,a,3,United States,50,0
35JDMRECDNPAD0ZKKPITJDRISZKEGL,3LEP4MGT30GCGXB3YAKX14DRC5UBDP,A3RVHUY67SVXQV,0/52390.jpg,True,"""Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups"" ",i should want to get a squirrel,I should get a 1932 Oldsmobile.,I should use those realtors,i should buy the hair dye,I should use Oracle,a,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,USA,83,1,1,1,3,1,1,1,2,1,0,-1,-1,-1,-3,1,1,0,-2,1,0,1,0,0,1,1,1,1,0,1,0,a,4,USA,40,1
35JDMRECDNPAD0ZKKPITJDRISZKEGL,3QECW5O0K1HH86QRJQTZ3MVL5XPT5M,A2R1GDWV4RLIUY,0/52390.jpg,True,"""Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups"" ",i should want to get a squirrel,I should get a 1932 Oldsmobile.,I should use those realtors,i should buy the hair dye,I should use Oracle,a,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,,USA,84,-1,0,0,-1,1,1,0,0,1,0,-1,-1,-1,-3,1,0,0,-2,1,0,0,-1,-1,-2,1,0,0,-2,1,0,c,2,USA,40,-2
35JDMRECDNPAD0ZKKPITJDRISZKEGL,3TPZPLC3MKSG2ZAGOQWMJFW44PZ3P7,A31PW970Z2PC5P,0/52390.jpg,True,"""Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups"" ",i should want to get a squirrel,I should get a 1932 Oldsmobile.,I should use those realtors,i should buy the hair dye,I should use Oracle,a,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,,united states,85,0,0,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,2,1,0,a,4,united states,40,2
35JDMRECDNPAD0ZKKPITJDRISZKEGL,3X31TUMD7H2U1BH39UPWE58NYJWL1K,A2XZLEY2RCF5VM,0/52390.jpg,True,"""Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups"" ",i should want to get a squirrel,I should get a 1932 Oldsmobile.,I should use those realtors,i should buy the hair dye,I should use Oracle,a,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,,Canada,86,1,0,1,2,1,0,1,1,1,0,1,1,1,3,1,1,1,2,1,0,0,0,0,0,1,1,0,0,1,0,a,3,Canada,40,0
3T2HW4QDVENG1SSYAS6O185S37E9CS,3SNVL38CIO83489J4R2FG1EZCYJCKY,A1TTSDPGBHOO9P,0/52390.jpg,True,"""Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups"" ",i should want to get a squirrel,I should get a 1932 Oldsmobile.,I should use those realtors,i should buy the hair dye,I should use Oracle,a,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,,USA,87,1,1,1,3,1,1,1,2,1,0,1,0,1,2,1,1,1,0,1,0,1,1,1,3,1,1,1,2,1,0,a,3,USA,40,-2
3T2HW4QDVENG1SSYAS6O185S37E9CS,33IZTU6J8LHPVPXM0W74L0QJUA7XSP,A2Y7FD1D7PUGBL,0/52390.jpg,True,"""Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups"" ",i should want to get a squirrel,I should get a 1932 Oldsmobile.,I should use those realtors,i should buy the hair dye,I should use Oracle,a,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,,Venezuela,88,0,0,0,0,1,1,0,0,1,0,-1,-1,0,-2,1,1,0,-1,1,0,0,1,0,1,1,0,1,0,1,0,a,2,Venezuela,40,-1
3T2HW4QDVENG1SSYAS6O185S37E9CS,3WAKVUDHUGWBVNJZ7OY662VJDF57UE,ACI8PUCF5OPDC,0/52390.jpg,True,"""Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups"" ",i should want to get a squirrel,I should get a 1932 Oldsmobile.,I should use those realtors,i should buy the hair dye,I should use Oracle,a,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,Good,India,89,1,0,1,2,1,0,1,-2,0,0,0,0,0,0,0,0,0,-2,0,0,1,0,1,2,1,0,1,-2,0,0,a,4,India,40,-2
34KYK9TV3AOFW2WR5YAK7J40DD1BS2,34PGFRQON8RH7M963X24RGLPRS3JWP,A2R1GDWV4RLIUY,0/159310.jpg,True,"""Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)"" ",I should never drive impaired.,I should see what other products evian has.,I should buy Trident,I should get a Magnavox.,I should buy a Magnavox television.,a,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,,USA,90,1,1,1,3,1,1,1,2,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,3,1,1,1,2,1,0,a,5,USA,40,2
34KYK9TV3AOFW2WR5YAK7J40DD1BS2,354GIDR5ZVMHXQ7ZOIZD2GXPS85009,AZLZA0Q87TJZO,0/159310.jpg,True,"""Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)"" ",I should never drive impaired.,I should see what other products evian has.,I should buy Trident,I should get a Magnavox.,I should buy a Magnavox television.,a,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,,United States,91,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,a,5,United States,50,2
34KYK9TV3AOFW2WR5YAK7J40DD1BS2,369J354OFXQ9M54Z494XW9UWCQ4G6D,A1DMXEJGJY02E1,0/159310.jpg,True,"""Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)"" ",I should never drive impaired.,I should see what other products evian has.,I should buy Trident,I should get a Magnavox.,I should buy a Magnavox television.,a,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,,USA,92,1,-1,1,1,1,0,1,0,1,0,1,1,1,3,1,1,1,2,1,0,1,0,1,2,1,1,1,1,1,0,a,5,USA,40,2
34KYK9TV3AOFW2WR5YAK7J40DD1BS2,382M9COHE1VW42Y9UWCCCCN0207UEK,A2XZLEY2RCF5VM,0/159310.jpg,True,"""Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)"" ",I should never drive impaired.,I should see what other products evian has.,I should buy Trident,I should get a Magnavox.,I should buy a Magnavox television.,a,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,,Canada,93,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,a,5,Canada,40,2
34KYK9TV3AOFW2WR5YAK7J40DD1BS2,39ZSFO5CASC4FIK18XN39S0S5TVUJ1,A34YDGVZKRJ0LZ,0/159310.jpg,True,"""Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)"" ",I should never drive impaired.,I should see what other products evian has.,I should buy Trident,I should get a Magnavox.,I should buy a Magnavox television.,a,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,,USA,94,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,1,0,2,1,1,1,1,1,0,a,5,USA,50,2
34KYK9TV3AOFW2WR5YAK7J40DD1BS2,3DY46V3X39YFN4F1IUB106P7PYC55O,A2FP41BSPG0Y4A,0/159310.jpg,True,"""Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)"" ",I should never drive impaired.,I should see what other products evian has.,I should buy Trident,I should get a Magnavox.,I should buy a Magnavox television.,a,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,,USA,95,-1,-1,-1,-3,1,1,0,-2,1,0,1,-1,1,1,1,1,1,0,1,0,-1,0,-1,-2,1,1,0,-1,1,0,a,3,USA,40,0
34KYK9TV3AOFW2WR5YAK7J40DD1BS2,3IOEN3P9SRZCIQEWMQJUPMQQBH661L,AAGBW25TZVAX7,0/159310.jpg,True,"""Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)"" ",I should never drive impaired.,I should see what other products evian has.,I should buy Trident,I should get a Magnavox.,I should buy a Magnavox television.,a,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,,United States,96,1,0,0,1,1,1,1,0,1,0,1,1,1,3,1,1,1,2,1,0,1,1,0,2,1,1,1,1,1,0,a,3,United States,40,0
34KYK9TV3AOFW2WR5YAK7J40DD1BS2,3IX2EGZR7VZCZQSK43SY4HD8ZAMRJM,A3RVHUY67SVXQV,0/159310.jpg,True,"""Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)"" ",I should never drive impaired.,I should see what other products evian has.,I should buy Trident,I should get a Magnavox.,I should buy a Magnavox television.,a,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,,USA,97,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,a,5,USA,40,2
34KYK9TV3AOFW2WR5YAK7J40DD1BS2,3J88R45B20ESIXHU8F3AQVL89YEPXX,A2VO8C41JJIQY9,0/159310.jpg,True,"""Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)"" ",I should never drive impaired.,I should see what other products evian has.,I should buy Trident,I should get a Magnavox.,I should buy a Magnavox television.,a,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,,India,98,1,1,1,3,1,1,1,2,1,0,-1,-1,-1,-3,0,0,0,-2,0,0,1,1,0,2,1,1,1,1,1,0,a,2,India,40,0
34KYK9TV3AOFW2WR5YAK7J40DD1BS2,3LKC68YZ3UJV8X03JAU9ZC2BRAHOWU,A41APS6V2Z1FJ,0/159310.jpg,True,"""Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)"" ",I should never drive impaired.,I should see what other products evian has.,I should buy Trident,I should get a Magnavox.,I should buy a Magnavox television.,a,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,"ad is creative, but it isn't necessarily intuitive, again, please provide high quality images and allow people to zoom in, I just had to return one of yours because I was spending minutes trying to figure out what that company even was",US,99,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,a,4,US,50,1
34KYK9TV3AOFW2WR5YAK7J40DD1BS2,3X66WABAJGYAPMHHL76ZP6IC1BNG3F,A3I9XLIHPPWPN1,0/159310.jpg,True,"""Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)"" ",I should never drive impaired.,I should see what other products evian has.,I should buy Trident,I should get a Magnavox.,I should buy a Magnavox television.,a,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,United States,100,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,0,0,1,1,1,1,0,1,0,a,4,United States,60,2
34KYK9TV3AOFW2WR5YAK7J40DD1BS2,3YMU66OBI7OPJUOG0SV1T0JMKWHGHU,A3W0SCW5UYEB0F,0/159310.jpg,True,"""Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)"" ",I should never drive impaired.,I should see what other products evian has.,I should buy Trident,I should get a Magnavox.,I should buy a Magnavox television.,a,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,,United States,101,0,0,0,0,1,1,0,0,1,0,1,1,1,3,1,1,1,2,1,0,0,0,0,0,1,1,0,0,1,0,a,3,United States,60,0
3AC6MFV6A3YMORLR0IEOPN41V27ZH6,31Q0U3WYD9VVMQS150OMV0QM2HL17K,A3W0SCW5UYEB0F,0/159310.jpg,True,"""Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)"" ",I should never drive impaired.,I should see what other products evian has.,I should buy Trident,I should get a Magnavox.,I should buy a Magnavox television.,a,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,,United States,102,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,b,3,United States,60,0
3AC6MFV6A3YMORLR0IEOPN41V27ZH6,3TAYZSBPL5OOU9UPC7MBVAWNH1ES2H,AFPMG8TLP1TND,0/159310.jpg,True,"""Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)"" ",I should never drive impaired.,I should see what other products evian has.,I should buy Trident,I should get a Magnavox.,I should buy a Magnavox television.,a,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,,usa,103,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,a,5,usa,30,2
3AC6MFV6A3YMORLR0IEOPN41V27ZH6,3YDTZAI2WHWY33AI32QFSO6CBF714C,A1TTSDPGBHOO9P,0/159310.jpg,True,"""Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)"" ",I should never drive impaired.,I should see what other products evian has.,I should buy Trident,I should get a Magnavox.,I should buy a Magnavox television.,a,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,NOTHING,USA,104,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,a,4,USA,40,0
304QEQWK080ZEN1O01WM3XYGPK1O0W,31IBVUNM9CFONVN5UX6NQGAJQQPVFK,A2R1GDWV4RLIUY,0/25580.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy a Volks Wagon because it will make me a good parent.,I should buy Adidas,"The reason you are to buy this product is that this organization is trying to show poor, abused animals in order to get donations to help save their lives.",I should go to Chick-fil-A and eat chicken.,I should buy this lipstick.,d,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,,USA,105,-1,-1,-1,-3,1,1,0,-2,1,0,1,0,0,1,1,0,1,0,1,0,-1,-1,0,-2,1,1,0,-2,1,0,d,2,USA,40,-2
304QEQWK080ZEN1O01WM3XYGPK1O0W,36WLNQG78JQH83P3U5VH7MVCDB0BEC,A1DMXEJGJY02E1,0/25580.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy a Volks Wagon because it will make me a good parent.,I should buy Adidas,"The reason you are to buy this product is that this organization is trying to show poor, abused animals in order to get donations to help save their lives.",I should go to Chick-fil-A and eat chicken.,I should buy this lipstick.,d,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,,USA,106,0,-1,0,-1,1,0,0,0,1,0,1,1,1,3,1,1,1,2,1,0,1,0,0,1,1,1,1,0,1,0,d,4,USA,40,1
304QEQWK080ZEN1O01WM3XYGPK1O0W,3A1PQ49WV1XSFFYDI9AYMDFGJBX1HN,A41APS6V2Z1FJ,0/25580.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy a Volks Wagon because it will make me a good parent.,I should buy Adidas,"The reason you are to buy this product is that this organization is trying to show poor, abused animals in order to get donations to help save their lives.",I should go to Chick-fil-A and eat chicken.,I should buy this lipstick.,d,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,,US,107,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,1,0,2,1,1,1,1,1,0,d,2,US,50,-1
304QEQWK080ZEN1O01WM3XYGPK1O0W,3DOCMVPBT7UN3IRDQU39O4PF740NNA,A3I9XLIHPPWPN1,0/25580.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy a Volks Wagon because it will make me a good parent.,I should buy Adidas,"The reason you are to buy this product is that this organization is trying to show poor, abused animals in order to get donations to help save their lives.",I should go to Chick-fil-A and eat chicken.,I should buy this lipstick.,d,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,United States,108,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,d,4,United States,60,2
304QEQWK080ZEN1O01WM3XYGPK1O0W,3L4PIM1GQDW2UFNJQ3T1E4SWCMWRYX,A2VO8C41JJIQY9,0/25580.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy a Volks Wagon because it will make me a good parent.,I should buy Adidas,"The reason you are to buy this product is that this organization is trying to show poor, abused animals in order to get donations to help save their lives.",I should go to Chick-fil-A and eat chicken.,I should buy this lipstick.,d,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,,India,109,-1,-1,-1,-3,1,1,0,-2,1,0,1,1,1,3,1,1,1,2,1,0,1,1,-1,1,1,1,1,0,1,0,d,2,India,40,0
304QEQWK080ZEN1O01WM3XYGPK1O0W,3R2PKQ87NGOP7ZVMHDBH6H4YH5MIMW,AZLZA0Q87TJZO,0/25580.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy a Volks Wagon because it will make me a good parent.,I should buy Adidas,"The reason you are to buy this product is that this organization is trying to show poor, abused animals in order to get donations to help save their lives.",I should go to Chick-fil-A and eat chicken.,I should buy this lipstick.,d,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,United States,110,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,d,4,United States,50,0
304QEQWK080ZEN1O01WM3XYGPK1O0W,3SPJ03342LJLWR46IYKSCD651DMJYW,A3RVHUY67SVXQV,0/25580.jpg,True,"""Restaurants, cafe, fast food"" ",I should buy a Volks Wagon because it will make me a good parent.,I should buy Adidas,"The reason you are to buy this product is that this organization is trying to show poor, abused animals in order to get donations to help save their lives.",I should go to Chick-fil-A and eat chicken.,I should buy this lipstick.,d,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,,USA,111,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,1,1,1,3,1,1,1,2,1,0,d,4,USA,40,1
